#median_gene_expression: Median gene expression level per bin.
#average_as: Average per-intron alternative splicing rate (%).
#median_gene_expression_errorBar: Standard deviation of the gene expression level per bin.
#average_as_errorBar: Standard deviation of average per-intron alternative splicing rate (%).
#effectif.intervalle: Interval of gene expression level.
#effectif.Freq: The number of introns found in each interval.
#group: Indication on the selection of the introns.
#species: Scientific name.
median_gene_expression	average_as	median_gene_expression_errorBar	average_as_errorBar	effectif.intervalle	effectif.Freq	intron	group	species
9.6172337085049	4.02751209130142	0.00457930165851397	0.0978498687676621	(8.93,10.3]	7624	All	All protein-codingenterN= 152405	Homo_sapiens
11.0277124205871	3.85526181422191	0.00565703882563276	0.0948747518470769	(10.3,12]	7610	All	All protein-codingenterN= 152405	Homo_sapiens
13.1429314844081	3.98083731934718	0.00798814885508005	0.0973016656238077	(12,14.5]	7639	All	All protein-codingenterN= 152405	Homo_sapiens
16.0108939423333	3.56179250487834	0.00965755374697484	0.0913285125970282	(14.5,17.5]	7622	All	All protein-codingenterN= 152405	Homo_sapiens
19.6043831913668	3.51186535539391	0.0142393067927031	0.0928713054034551	(17.5,21.8]	7600	All	All protein-codingenterN= 152405	Homo_sapiens
24.6086016577659	3.30496516240311	0.0243182914428067	0.0889090755151757	(21.8,29.1]	7629	All	All protein-codingenterN= 152405	Homo_sapiens
36.0853595106879	3.04565776115098	0.0638068034161434	0.0879500942145	(29.1,48.7]	7606	All	All protein-codingenterN= 152405	Homo_sapiens
76.4107382879682	2.30709462660121	3.58008575803698	0.0787276784943998	(48.7,8.15e+03]	7619	All	All protein-codingenterN= 152405	Homo_sapiens
3.09434218360863	5.0192008447716	0.0354923188830974	0.318274710462352	[0.019,3.96]	772	All	BUSCOenterN= 7707	Homo_sapiens
5.04781853422032	4.28313337640058	0.0218254514268241	0.297427022978851	(3.96,6.06]	791	All	BUSCOenterN= 7707	Homo_sapiens
6.73263903106981	3.52373087363199	0.0137576144683569	0.264947034397646	(6.06,7.27]	756	All	BUSCOenterN= 7707	Homo_sapiens
8.35389766847154	3.69867670175881	0.0248415508993002	0.259311004146438	(7.27,9.36]	773	All	BUSCOenterN= 7707	Homo_sapiens
10.4609714596347	3.43562096626828	0.0343847522047668	0.251308144580403	(9.36,12.5]	775	All	BUSCOenterN= 7707	Homo_sapiens
13.7668057807293	3.13827150569078	0.0323582345253094	0.240517072937137	(12.5,15.5]	760	All	BUSCOenterN= 7707	Homo_sapiens
17.3155163271829	2.89617939828833	0.0422887740690051	0.257137206822271	(15.5,19.9]	773	All	BUSCOenterN= 7707	Homo_sapiens
23.0463710136408	2.37287581215889	0.0887818136210907	0.205812678344737	(19.9,28.5]	768	All	BUSCOenterN= 7707	Homo_sapiens
33.6857242381475	2.78602978374592	0.166930305991871	0.248139408926205	(28.5,45.8]	773	All	BUSCOenterN= 7707	Homo_sapiens
68.5548805400143	1.98330112987783	15.2659938054274	0.202968326119126	(45.8,3.85e+03]	766	All	BUSCOenterN= 7707	Homo_sapiens
0.319914801860077	1.53602351630063	0.00196300602614103	0.0282597537539741	[3.89e-09,0.593]	6380	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
0.847213999401018	1.55065314270136	0.0021054241854307	0.0275054286547946	(0.593,1.16]	6382	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
1.44672891684809	1.5235760806146	0.00213913269424527	0.027590844403172	(1.16,1.76]	6378	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
2.09765183833577	1.5247802874287	0.00251528603627073	0.0265272784238663	(1.76,2.46]	6383	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
2.80895215899265	1.3726237276653	0.00254518614868821	0.0246199070298811	(2.46,3.17]	6406	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
3.53154432738703	1.32045396675488	0.00252349781470877	0.0243266262157774	(3.17,3.88]	6352	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
4.25827079821999	1.30582428994841	0.00252045016344878	0.0237866645563986	(3.88,4.58]	6386	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
4.9496931635849	1.2747867004607	0.00255315022162707	0.0247147299845024	(4.58,5.3]	6376	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
5.68243757499832	1.20310537942218	0.00283261209928393	0.022621314895095	(5.3,6.11]	6391	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
6.55007449732027	1.14661542803825	0.00344775837565703	0.0225691015407193	(6.11,7.07]	6379	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
7.54972089655518	1.12205556446503	0.00385969366675277	0.0215704423918479	(7.07,8.14]	6374	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
8.68031606170246	1.08737919062945	0.00437079511395531	0.0213584433212752	(8.14,9.36]	6378	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
10.0464462289957	1.07937083881911	0.00502503291562167	0.021210263374337	(9.36,10.7]	6392	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
11.6230766366388	1.0854314733849	0.00729821812079795	0.0219224091726769	(10.7,12.7]	6364	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
13.8289859566151	1.14446288156083	0.00970621105201038	0.0225314671632929	(12.7,15.3]	6386	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
16.7244846820661	1.01004034950155	0.01086715829401	0.0210792869117815	(15.3,18.4]	6376	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
20.4247317115635	0.943572100007988	0.0160258061194128	0.0197213037746451	(18.4,22.8]	6395	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
26.2358193371637	0.932223236368948	0.0302707513304479	0.0204937468835318	(22.8,31]	6365	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
38.71313358827	0.83295298755369	0.0749827453696591	0.0183142670993776	(31,51.4]	6378	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
83.7179496703859	0.592091628432259	4.14871702552839	0.0153219108471558	(51.4,8.15e+03]	6378	Rare_SV	All protein-codingenterN= 127608	Homo_sapiens
1.34486224450712	2.3371197401498	0.010822523497195	0.17134711669065	[0,1.94]	1743	All	All protein-codingenterN= 34816	Drosophila_melanogaster
2.68336803731744	1.95098363154129	0.0103629198252266	0.156313238743148	(1.94,3.41]	1734	All	All protein-codingenterN= 34816	Drosophila_melanogaster
4.26524406761741	1.98215659254545	0.0106020379134439	0.158652624078765	(3.41,4.98]	1735	All	All protein-codingenterN= 34816	Drosophila_melanogaster
5.6423543960549	1.66769714652173	0.00962487685047065	0.136340236062532	(4.98,6.4]	1735	All	All protein-codingenterN= 34816	Drosophila_melanogaster
7.09631020872084	1.76298849610526	0.0104178054547957	0.153974390092348	(6.4,7.89]	1740	All	All protein-codingenterN= 34816	Drosophila_melanogaster
8.50589904370739	2.65781303024974	0.00971693354357881	0.199321754453519	(7.89,9.31]	1737	All	All protein-codingenterN= 34816	Drosophila_melanogaster
10.0424177038308	1.91483266102838	0.0107271045695954	0.167407187551609	(9.31,10.9]	1737	All	All protein-codingenterN= 34816	Drosophila_melanogaster
11.6388525138878	2.39854331221537	0.010110804325681	0.188911836112077	(10.9,12.3]	1735	All	All protein-codingenterN= 34816	Drosophila_melanogaster
13.1212604111157	2.29163582222558	0.0108618193476001	0.178544683860603	(12.3,13.9]	1733	All	All protein-codingenterN= 34816	Drosophila_melanogaster
14.9308507543862	2.75939649397765	0.0145966061786839	0.207874079771908	(13.9,16]	1737	All	All protein-codingenterN= 34816	Drosophila_melanogaster
16.9501302635919	3.40717910767559	0.0134217939436692	0.228576408126833	(16,17.9]	1738	All	All protein-codingenterN= 34816	Drosophila_melanogaster
18.9129928236063	2.62871167784307	0.0151865605635288	0.200066272254369	(17.9,20.1]	1739	All	All protein-codingenterN= 34816	Drosophila_melanogaster
21.6458932779989	2.69985527666998	0.020769080221016	0.205182627209851	(20.1,23]	1735	All	All protein-codingenterN= 34816	Drosophila_melanogaster
24.6629263109832	2.68569648554884	0.024500969465995	0.200300116725742	(23,26.5]	1742	All	All protein-codingenterN= 34816	Drosophila_melanogaster
28.837517967487	3.39847743952808	0.0332869780279407	0.235205837374863	(26.5,31.3]	1729	All	All protein-codingenterN= 34816	Drosophila_melanogaster
33.8284561637226	3.90300137445481	0.0411935469029459	0.2455982625231	(31.3,37.3]	1741	All	All protein-codingenterN= 34816	Drosophila_melanogaster
41.4882139326138	3.65159025760513	0.0632427523371491	0.24180349036336	(37.3,46.3]	1733	All	All protein-codingenterN= 34816	Drosophila_melanogaster
53.484240341025	3.68426263370354	0.111935992954778	0.235880330386183	(46.3,63.3]	1736	All	All protein-codingenterN= 34816	Drosophila_melanogaster
80.2157740494907	3.63316845023127	0.29398943449714	0.235978002098007	(63.3,106]	1738	All	All protein-codingenterN= 34816	Drosophila_melanogaster
175.905633323039	3.23214817985291	12.7535729418667	0.228126658337501	(106,8.71e+03]	1735	All	All protein-codingenterN= 34816	Drosophila_melanogaster
7.01691348179149	0.895926483452889	0.133906805889935	0.264757079096043	[0.518,8.52]	216	All	BUSCOenterN= 2139	Drosophila_melanogaster
9.85254287082205	0.999916067467891	0.0533746699272488	0.243289245168259	(8.52,11.4]	213	All	BUSCOenterN= 2139	Drosophila_melanogaster
12.7364679802518	0.672602098802722	0.0445721856763516	0.248876879646334	(11.4,13.7]	216	All	BUSCOenterN= 2139	Drosophila_melanogaster
15.4636637709081	1.20442080950812	0.0622288233828892	0.408443268217511	(13.7,17]	213	All	BUSCOenterN= 2139	Drosophila_melanogaster
18.8887502543607	0.76710017069008	0.0757701537810759	0.219772694952663	(17,20.6]	212	All	BUSCOenterN= 2139	Drosophila_melanogaster
23.2258554830912	1.39450397727169	0.087171047036217	0.400402569462517	(20.6,25.1]	214	All	BUSCOenterN= 2139	Drosophila_melanogaster
27.7480939682933	1.37869016152047	0.11249130833391	0.371505876540499	(25.1,30.9]	213	All	BUSCOenterN= 2139	Drosophila_melanogaster
37.0955028564305	1.74585141688677	0.270725851547137	0.527710892654486	(30.9,44.7]	214	All	BUSCOenterN= 2139	Drosophila_melanogaster
57.2543306798356	1.14960491509892	0.796306100368523	0.342009869620239	(44.7,82.8]	220	All	BUSCOenterN= 2139	Drosophila_melanogaster
144.109905462537	2.13865735265956	33.4700462238334	0.538394108276913	(82.8,2.81e+03]	208	All	BUSCOenterN= 2139	Drosophila_melanogaster
1.34486224450712	0.470533662368837	0.0112968529853712	0.0290315059115742	[0,1.94]	1589	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
2.65881566429263	0.456521862410379	0.010551655128834	0.0261699252244389	(1.94,3.36]	1553	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
4.18457242305254	0.419934629283404	0.0109465145212499	0.0255424913612855	(3.36,4.86]	1563	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
5.54333486062512	0.37788453069366	0.00974840661006828	0.026177755204415	(4.86,6.27]	1570	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
6.97031059956353	0.354916847756152	0.0103137664527492	0.0238068185576229	(6.27,7.68]	1566	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
8.25865260245785	0.32129112250242	0.0094815663832336	0.0223344622124545	(7.68,8.99]	1566	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
9.84318412438165	0.310189942339086	0.0108962457771837	0.0214648562820372	(8.99,10.6]	1569	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
11.3548695991901	0.303915721001476	0.0106359289456408	0.0238624898476875	(10.6,12.1]	1571	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
12.8781846516583	0.334576732286647	0.0114924449530517	0.0248399873590998	(12.1,13.6]	1574	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
14.5258476214935	0.30874652660336	0.0149001843039649	0.0223559226217045	(13.6,15.5]	1561	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
16.5486353612632	0.298029561353287	0.0143969653393912	0.0215894670897877	(15.5,17.6]	1565	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
18.5458214734147	0.330994508367243	0.0145358513297137	0.0244903415037909	(17.6,19.7]	1568	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
21.0390005078268	0.307275586710694	0.0211084185986483	0.0214155987257402	(19.7,22.5]	1579	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
24.0107921355984	0.317578329592443	0.0239820053651842	0.0244076389469662	(22.5,25.9]	1558	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
28.0609598329042	0.301750694523826	0.0337634548833824	0.0215900524790599	(25.9,30.4]	1572	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
33.0942168026301	0.367166141028349	0.0416520426716237	0.028930091528963	(30.4,36.4]	1564	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
40.6140333427148	0.323902615790061	0.0665856436449758	0.0242716961782216	(36.4,45.7]	1571	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
52.4084525764905	0.416538008057433	0.116240005816213	0.0305721153487671	(45.7,61.6]	1569	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
78.5705051803391	0.337985937499613	0.309125521646311	0.0243249688207948	(61.6,105]	1564	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
173.75947412003	0.247939641880196	14.0267298447987	0.0237688410899148	(105,8.71e+03]	1565	Rare_SV	All protein-codingenterN= 31439	Drosophila_melanogaster
