#species: Scientific name.
#rate: Sequence from 0 to 1 with 0.05 step.
#intervalle: Interval of relative abundance of the focal intron compared to other transcripts with alternative splice boundaries (i.e. RAS = Ns/(Ns+Na)).
#Freq: Fraction of introns that are in the RAS interval (%).
#intervalle.1: Interval of relative abundance of the focal intron compared to unspliced transcripts (i.e. RANS = Ns/(Ns+Nu/2)).
#Freq.1: Fraction of introns that are in the RANS interval (%).
species	rate	intervalle	Freq	intervalle.1	Freq.1
Gallus_gallus	0.475	(0.45,0.5]	0.205555191665286	(0.45,0.5]	0.785282264216966
Gallus_gallus	0.525	(0.5,0.55]	0.190721311854389	(0.5,0.55]	0.640432271439121
Gallus_gallus	0.575	(0.55,0.6]	0.223664083901965	(0.55,0.6]	0.732184162931829
Gallus_gallus	0.625	(0.6,0.65]	0.20093164471124	(0.6,0.65]	0.745204387001748
Gallus_gallus	0.675	(0.65,0.7]	0.235415599076832	(0.65,0.7]	0.778161829178729
Gallus_gallus	0.725	(0.7,0.75]	0.274908395975973	(0.7,0.75]	0.867472428658327
Gallus_gallus	0.775	(0.75,0.8]	0.317868853090648	(0.75,0.8]	1.08332333081745
Gallus_gallus	0.825	(0.8,0.85]	0.414385395756355	(0.8,0.85]	1.37973686940919
Gallus_gallus	0.875	(0.85,0.9]	0.640939196504599	(0.85,0.9]	2.07794638515857
Gallus_gallus	0.925	(0.9,0.95]	1.30287700209215	(0.9,0.95]	4.05824108979275
Gallus_gallus	0.975	(0.95,1]	25.3091033786569	(0.95,1]	22.5693377791973
Crocodylus_porosus	0.025	[0,0.05]	55.7535790031813	[0,0.05]	16.7953842380852
Crocodylus_porosus	0.075	(0.05,0.1]	3.30129904559915	(0.05,0.1]	8.53795483196441
Crocodylus_porosus	0.125	(0.1,0.15]	1.22481442205726	(0.1,0.15]	3.52506873303187
Crocodylus_porosus	0.175	(0.15,0.2]	0.779095970307529	(0.15,0.2]	3.17226068212425
Crocodylus_porosus	0.225	(0.2,0.25]	0.495095440084836	(0.2,0.25]	1.82857831263096
Crocodylus_porosus	0.275	(0.25,0.3]	0.369167550371156	(0.25,0.3]	1.64184819788229
Crocodylus_porosus	0.325	(0.3,0.35]	0.306534994697773	(0.3,0.35]	1.26623669978186
Crocodylus_porosus	0.375	(0.35,0.4]	0.296924708377519	(0.35,0.4]	1.31700663881491
Crocodylus_porosus	0.425	(0.4,0.45]	0.243571049840933	(0.4,0.45]	0.996897870674337
Crocodylus_porosus	0.475	(0.45,0.5]	0.281349416755037	(0.45,0.5]	1.16942961264258
Crocodylus_porosus	0.525	(0.5,0.55]	0.251855779427359	(0.5,0.55]	0.883741142151527
Crocodylus_porosus	0.575	(0.55,0.6]	0.284000530222694	(0.55,0.6]	1.04594679482491
Crocodylus_porosus	0.625	(0.6,0.65]	0.304546659597031	(0.6,0.65]	0.977966706967099
Crocodylus_porosus	0.675	(0.65,0.7]	0.351935312831389	(0.65,0.7]	1.10015876362291
Crocodylus_porosus	0.725	(0.7,0.75]	0.446712619300106	(0.7,0.75]	1.11306637524148
Crocodylus_porosus	0.775	(0.75,0.8]	0.596169141039236	(0.75,0.8]	1.38111444318715
Crocodylus_porosus	0.825	(0.8,0.85]	0.825821845174973	(0.8,0.85]	1.52352842471205
Crocodylus_porosus	0.875	(0.85,0.9]	1.3934915164369	(0.85,0.9]	2.37586104525839
Crocodylus_porosus	0.925	(0.9,0.95]	2.85856309650053	(0.9,0.95]	4.2418714315832
Crocodylus_porosus	0.975	(0.95,1]	29.6354718981972	(0.95,1]	45.1060790548186
Monodelphis_domestica	0.025	[0,0.05]	69.0546143231882	[0,0.05]	40.6932331388332
Monodelphis_domestica	0.075	(0.05,0.1]	1.88184004279319	(0.05,0.1]	9.40638668844499
Monodelphis_domestica	0.125	(0.1,0.15]	0.74807759959777	(0.1,0.15]	3.46456608944634
Monodelphis_domestica	0.175	(0.15,0.2]	0.51949387096826	(0.15,0.2]	2.71843935454172
Monodelphis_domestica	0.225	(0.2,0.25]	0.364962917390194	(0.2,0.25]	1.72686216206129
Monodelphis_domestica	0.275	(0.25,0.3]	0.292355858120666	(0.25,0.3]	1.46381605256657
Monodelphis_domestica	0.325	(0.3,0.35]	0.252036451313915	(0.3,0.35]	1.1310982708273
Monodelphis_domestica	0.375	(0.35,0.4]	0.230350714585184	(0.35,0.4]	1.10123898272249
Monodelphis_domestica	0.425	(0.4,0.45]	0.209950058551489	(0.4,0.45]	0.845124493680673
Monodelphis_domestica	0.475	(0.45,0.5]	0.210592598899007	(0.45,0.5]	0.959585098082429
Monodelphis_domestica	0.525	(0.5,0.55]	0.198063062122407	(0.5,0.55]	0.748615008913353
Monodelphis_domestica	0.575	(0.55,0.6]	0.211074504159646	(0.55,0.6]	0.817398011869067
Monodelphis_domestica	0.625	(0.6,0.65]	0.213484030462838	(0.6,0.65]	0.774386418289525
Monodelphis_domestica	0.675	(0.65,0.7]	0.226816742673835	(0.65,0.7]	0.853477984995708
Monodelphis_domestica	0.725	(0.7,0.75]	0.268260595088743	(0.7,0.75]	0.88351500695828
Monodelphis_domestica	0.775	(0.75,0.8]	0.324964780757202	(0.75,0.8]	1.07351250091089
Monodelphis_domestica	0.825	(0.8,0.85]	0.450902688870719	(0.8,0.85]	1.23400617447422
Monodelphis_domestica	0.875	(0.85,0.9]	0.700850884055201	(0.85,0.9]	1.8052427933364
Monodelphis_domestica	0.925	(0.9,0.95]	1.43720212231077	(0.9,0.95]	3.18196925559728
Monodelphis_domestica	0.975	(0.95,1]	22.2041061540908	(0.95,1]	25.1175265134482
Loxodonta_africana	0.025	[0,0.05]	65.7974023507474	[0,0.05]	47.388565235063
Loxodonta_africana	0.075	(0.05,0.1]	2.83268082755287	(0.05,0.1]	8.54622510499932
Loxodonta_africana	0.125	(0.1,0.15]	1.09854060283764	(0.1,0.15]	3.96880503996748
Loxodonta_africana	0.175	(0.15,0.2]	0.697540909306732	(0.15,0.2]	2.81973987264598
Loxodonta_africana	0.225	(0.2,0.25]	0.431430778992623	(0.2,0.25]	1.94312254437068
Loxodonta_africana	0.275	(0.25,0.3]	0.314886196373305	(0.25,0.3]	1.52058494783905
Loxodonta_africana	0.325	(0.3,0.35]	0.258340491472821	(0.3,0.35]	1.2301432732692
Loxodonta_africana	0.375	(0.35,0.4]	0.233304988539783	(0.35,0.4]	1.14271440184257
Loxodonta_africana	0.425	(0.4,0.45]	0.199852376862016	(0.4,0.45]	0.931868987942013
Loxodonta_africana	0.475	(0.45,0.5]	0.216902417652619	(0.45,0.5]	0.973148963555074
Loxodonta_africana	0.525	(0.5,0.55]	0.194456794333343	(0.5,0.55]	0.837454274488552
Loxodonta_africana	0.575	(0.55,0.6]	0.229204345817992	(0.55,0.6]	0.897363162173147
Loxodonta_africana	0.625	(0.6,0.65]	0.237405631261574	(0.6,0.65]	0.855871494377456
Loxodonta_africana	0.675	(0.65,0.7]	0.307332380833164	(0.65,0.7]	0.941395136160412
Loxodonta_africana	0.725	(0.7,0.75]	0.368842021660026	(0.7,0.75]	1.07391444248747
Loxodonta_africana	0.775	(0.75,0.8]	0.477832788739203	(0.75,0.8]	1.25851002574177
Loxodonta_africana	0.825	(0.8,0.85]	0.670994643265665	(0.8,0.85]	1.7219042135212
Loxodonta_africana	0.875	(0.85,0.9]	1.11818052324201	(0.85,0.9]	2.83731032380436
Loxodonta_africana	0.925	(0.9,0.95]	2.37686201553064	(0.9,0.95]	6.00994106489636
Loxodonta_africana	0.975	(0.95,1]	21.9380069149786	(0.95,1]	13.1014174908549
Canis_lupus	0.025	[0,0.05]	24.2648217033599	[0,0.05]	7.32250262205955
Canis_lupus	0.075	(0.05,0.1]	3.9542717281991	(0.05,0.1]	3.73723752648815
Canis_lupus	0.125	(0.1,0.15]	1.40189746882989	(0.1,0.15]	1.32137531482552
Canis_lupus	0.175	(0.15,0.2]	1.03779186002835	(0.15,0.2]	1.14585785940053
Canis_lupus	0.225	(0.2,0.25]	0.619161284850541	(0.2,0.25]	0.772704895224641
Canis_lupus	0.275	(0.25,0.3]	0.510111352098	(0.25,0.3]	0.641423546451479
Canis_lupus	0.325	(0.3,0.35]	0.427112236614121	(0.3,0.35]	0.546529962827401
Canis_lupus	0.375	(0.35,0.4]	0.436199731010166	(0.35,0.4]	0.607176238075872
Canis_lupus	0.425	(0.4,0.45]	0.353806448486023	(0.4,0.45]	0.491591572308197
Canis_lupus	0.475	(0.45,0.5]	0.421659739976494	(0.45,0.5]	0.600754867755446
Canis_lupus	0.525	(0.5,0.55]	0.334419793774461	(0.5,0.55]	0.468760033391126
Canis_lupus	0.575	(0.55,0.6]	0.401667252305194	(0.55,0.6]	0.716339533523121
Canis_lupus	0.625	(0.6,0.65]	0.386521428311786	(0.6,0.65]	0.654979772683491
Canis_lupus	0.675	(0.65,0.7]	0.478002205231973	(0.65,0.7]	0.856182709390184
Canis_lupus	0.725	(0.7,0.75]	0.582811307266361	(0.7,0.75]	0.996025885257247
Canis_lupus	0.775	(0.75,0.8]	0.691861240018902	(0.75,0.8]	1.45693757714563
Canis_lupus	0.825	(0.8,0.85]	0.97539106517551	(0.8,0.85]	1.83151751250383
Canis_lupus	0.875	(0.85,0.9]	1.60666900922078	(0.85,0.9]	3.49108499753847
Canis_lupus	0.925	(0.9,0.95]	3.50959033575263	(0.9,0.95]	7.2889687992751
Canis_lupus	0.975	(0.95,1]	57.6062328094898	(0.95,1]	65.052048773875
Equus_caballus	0.025	[0,0.05]	43.3273119643682	[0,0.05]	19.9599601907463
Equus_caballus	0.075	(0.05,0.1]	3.1856948820662	(0.05,0.1]	7.71515633585792
Equus_caballus	0.125	(0.1,0.15]	1.28137949103345	(0.1,0.15]	3.36534212518396
Equus_caballus	0.175	(0.15,0.2]	0.861492426175029	(0.15,0.2]	2.67021722172909
Equus_caballus	0.225	(0.2,0.25]	0.528478547149387	(0.2,0.25]	1.56893033764856
Equus_caballus	0.275	(0.25,0.3]	0.424713352960238	(0.25,0.3]	1.32992111158503
Equus_caballus	0.325	(0.3,0.35]	0.360247933314488	(0.3,0.35]	1.07669429490357
Equus_caballus	0.375	(0.35,0.4]	0.346803273602272	(0.35,0.4]	1.04326374399115
Equus_caballus	0.425	(0.4,0.45]	0.273719482346128	(0.4,0.45]	0.811939702045412
Equus_caballus	0.475	(0.45,0.5]	0.310950847703032	(0.45,0.5]	0.957573941077693
Equus_caballus	0.525	(0.5,0.55]	0.280269444770027	(0.5,0.55]	0.792726741750916
Equus_caballus	0.575	(0.55,0.6]	0.302677210957053	(0.55,0.6]	0.904930429870774
Equus_caballus	0.625	(0.6,0.65]	0.323361302822	(0.6,0.65]	0.936055425547858
Equus_caballus	0.675	(0.65,0.7]	0.369211039789298	(0.65,0.7]	1.11934706675735
Equus_caballus	0.725	(0.7,0.75]	0.455739490757658	(0.7,0.75]	1.31339796573176
Equus_caballus	0.775	(0.75,0.8]	0.564330973048628	(0.75,0.8]	1.75913864456408
Equus_caballus	0.825	(0.8,0.85]	0.800819090037852	(0.8,0.85]	2.47001817546044
Equus_caballus	0.875	(0.85,0.9]	1.33171078123815	(0.85,0.9]	4.19649478752387
Equus_caballus	0.925	(0.9,0.95]	2.81372596336158	(0.9,0.95]	8.16243405151379
Equus_caballus	0.975	(0.95,1]	41.8573625024993	(0.95,1]	37.8464577065105
Bos_taurus	0.025	[0,0.05]	34.4716112702881	[0,0.05]	13.4886240520043
Bos_taurus	0.075	(0.05,0.1]	2.85516192894673	(0.05,0.1]	5.71482406142541
Bos_taurus	0.125	(0.1,0.15]	1.20621820520745	(0.1,0.15]	2.19793678458712
Bos_taurus	0.175	(0.15,0.2]	0.801917920359526	(0.15,0.2]	1.80460690564793
Bos_taurus	0.225	(0.2,0.25]	0.585984813679383	(0.2,0.25]	1.17998963681756
Bos_taurus	0.275	(0.25,0.3]	0.468620784710098	(0.25,0.3]	0.996749729144095
Bos_taurus	0.325	(0.3,0.35]	0.385087668005981	(0.3,0.35]	0.814451928965095
Bos_taurus	0.375	(0.35,0.4]	0.360027732994746	(0.35,0.4]	0.886052098544444
Bos_taurus	0.425	(0.4,0.45]	0.312831522056919	(0.4,0.45]	0.635922558763955
Bos_taurus	0.475	(0.45,0.5]	0.35626874274306	(0.45,0.5]	0.815865090206793
Bos_taurus	0.525	(0.5,0.55]	0.287771587045684	(0.5,0.55]	0.641104149983513
Bos_taurus	0.575	(0.55,0.6]	0.326196820729578	(0.55,0.6]	0.826699326393141
Bos_taurus	0.625	(0.6,0.65]	0.339144453818716	(0.6,0.65]	0.770172876725234
Bos_taurus	0.675	(0.65,0.7]	0.401794291346804	(0.65,0.7]	0.952941730651467
Bos_taurus	0.725	(0.7,0.75]	0.46277346654081	(0.7,0.75]	1.18470017428989
Bos_taurus	0.775	(0.75,0.8]	0.585984813679383	(0.75,0.8]	1.5233878185501
Bos_taurus	0.825	(0.8,0.85]	0.750127388002974	(0.8,0.85]	2.00574685571624
Bos_taurus	0.875	(0.85,0.9]	1.19452356886888	(0.85,0.9]	3.46318714965378
Bos_taurus	0.925	(0.9,0.95]	2.57908497823962	(0.9,0.95]	7.25234349239248
Bos_taurus	0.975	(0.95,1]	51.2688680427355	(0.95,1]	52.8446935795374
Sus_scrofa	0.025	[0,0.05]	42.5490387078386	[0,0.05]	16.9564546466867
Sus_scrofa	0.075	(0.05,0.1]	2.91833075377283	(0.05,0.1]	6.83021024051916
Sus_scrofa	0.125	(0.1,0.15]	1.17577449951115	(0.1,0.15]	2.97656533471242
Sus_scrofa	0.175	(0.15,0.2]	0.829067137120778	(0.15,0.2]	2.34972244581333
Sus_scrofa	0.225	(0.2,0.25]	0.538280317051436	(0.2,0.25]	1.41383725440312
Sus_scrofa	0.275	(0.25,0.3]	0.425717677024594	(0.25,0.3]	1.25660520575711
Sus_scrofa	0.325	(0.3,0.35]	0.349593583929518	(0.3,0.35]	0.999695545369996
Sus_scrofa	0.375	(0.35,0.4]	0.3391310308501	(0.35,0.4]	0.991771383767146
Sus_scrofa	0.425	(0.4,0.45]	0.303053261610728	(0.4,0.45]	0.741534701571903
Sus_scrofa	0.475	(0.45,0.5]	0.324699923154352	(0.45,0.5]	0.876245448820342
Sus_scrofa	0.525	(0.5,0.55]	0.270222491602899	(0.5,0.55]	0.694406793091799
Sus_scrofa	0.575	(0.55,0.6]	0.31387659238254	(0.55,0.6]	0.82744929579227
Sus_scrofa	0.625	(0.6,0.65]	0.289343709299767	(0.6,0.65]	0.822027501011373
Sus_scrofa	0.675	(0.65,0.7]	0.382063576244954	(0.65,0.7]	0.983430161027305
Sus_scrofa	0.725	(0.7,0.75]	0.437262563181193	(0.7,0.75]	1.17152473381073
Sus_scrofa	0.775	(0.75,0.8]	0.534672540127499	(0.75,0.8]	1.48473764769178
Sus_scrofa	0.825	(0.8,0.85]	0.739594269407134	(0.8,0.85]	1.94183665383509
Sus_scrofa	0.875	(0.85,0.9]	1.21654237875164	(0.85,0.9]	3.26517164151093
Sus_scrofa	0.925	(0.9,0.95]	2.64594359601557	(0.9,0.95]	6.56329111284423
Sus_scrofa	0.975	(0.95,1]	43.4177913911227	(0.95,1]	46.8534822519633
Macaca_mulatta	0.025	[0,0.05]	68.3289661196157	[0,0.05]	41.4222977995527
Macaca_mulatta	0.075	(0.05,0.1]	2.34680273985197	(0.05,0.1]	9.8855593659745
Macaca_mulatta	0.125	(0.1,0.15]	0.91221134249682	(0.1,0.15]	3.66440547163539
Macaca_mulatta	0.175	(0.15,0.2]	0.614781102989626	(0.15,0.2]	2.76321262304748
Macaca_mulatta	0.225	(0.2,0.25]	0.413582800839731	(0.2,0.25]	1.76246260342002
Macaca_mulatta	0.275	(0.25,0.3]	0.327924117746211	(0.25,0.3]	1.51123108455511
Macaca_mulatta	0.325	(0.3,0.35]	0.266016947853936	(0.3,0.35]	1.19902915054013
Macaca_mulatta	0.375	(0.35,0.4]	0.271686663908426	(0.35,0.4]	1.15860493008447
Macaca_mulatta	0.425	(0.4,0.45]	0.234297185062597	(0.4,0.45]	0.874299049028566
Macaca_mulatta	0.475	(0.45,0.5]	0.230159824698509	(0.45,0.5]	0.986885514264572
Macaca_mulatta	0.525	(0.5,0.55]	0.221425397263213	(0.5,0.55]	0.821847787776183
Macaca_mulatta	0.575	(0.55,0.6]	0.228627469008106	(0.55,0.6]	0.883152287392822
Macaca_mulatta	0.625	(0.6,0.65]	0.246096323878699	(0.6,0.65]	0.868786655330067
Macaca_mulatta	0.675	(0.65,0.7]	0.275211081996353	(0.65,0.7]	0.926583268047661
Macaca_mulatta	0.725	(0.7,0.75]	0.324706170796365	(0.7,0.75]	1.03382438181846
Macaca_mulatta	0.775	(0.75,0.8]	0.415421627668214	(0.75,0.8]	1.21656858503535
Macaca_mulatta	0.825	(0.8,0.85]	0.564979543051533	(0.8,0.85]	1.48066235586343
Macaca_mulatta	0.875	(0.85,0.9]	0.878346281738917	(0.85,0.9]	2.18240677790566
Macaca_mulatta	0.925	(0.9,0.95]	1.81001854150385	(0.9,0.95]	3.90377699193687
Macaca_mulatta	0.975	(0.95,1]	21.0887387180312	(0.95,1]	21.4544033167906
Homo_sapiens	0.025	[0,0.05]	72.5155056259128	[0,0.05]	50.0787747868942
Homo_sapiens	0.075	(0.05,0.1]	2.78899485205653	(0.05,0.1]	9.38842825544245
Homo_sapiens	0.125	(0.1,0.15]	1.04913625024907	(0.1,0.15]	3.71056409991075
Homo_sapiens	0.175	(0.15,0.2]	0.706486509664059	(0.15,0.2]	2.69127785898149
Homo_sapiens	0.225	(0.2,0.25]	0.468636892165592	(0.2,0.25]	1.77443764632837
Homo_sapiens	0.275	(0.25,0.3]	0.3650979017275	(0.25,0.3]	1.40371754905638
Homo_sapiens	0.325	(0.3,0.35]	0.303680741747779	(0.3,0.35]	1.14333389385453
Homo_sapiens	0.375	(0.35,0.4]	0.285268205080347	(0.35,0.4]	1.05873830989924
Homo_sapiens	0.425	(0.4,0.45]	0.243398601151666	(0.4,0.45]	0.841687255041457
Homo_sapiens	0.475	(0.45,0.5]	0.248317018480638	(0.45,0.5]	0.867816166293704
Homo_sapiens	0.525	(0.5,0.55]	0.230030595078051	(0.5,0.55]	0.713241666558874
Homo_sapiens	0.575	(0.55,0.6]	0.248317018480638	(0.55,0.6]	0.777529136323067
Homo_sapiens	0.625	(0.6,0.65]	0.25954109905188	(0.6,0.65]	0.753081788666261
Homo_sapiens	0.675	(0.65,0.7]	0.286781564258492	(0.65,0.7]	0.796673091101942
Homo_sapiens	0.725	(0.7,0.75]	0.338109663050579	(0.7,0.75]	0.843886222820111
Homo_sapiens	0.775	(0.75,0.8]	0.421470531113404	(0.75,0.8]	0.960690217180406
Homo_sapiens	0.825	(0.8,0.85]	0.567383578539558	(0.8,0.85]	1.17670646367176
Homo_sapiens	0.875	(0.85,0.9]	0.841175476518971	(0.85,0.9]	1.72787126983922
Homo_sapiens	0.925	(0.9,0.95]	1.69193556116619	(0.9,0.95]	3.19833395853006
Homo_sapiens	0.975	(0.95,1]	16.1407323145063	(0.95,1]	16.0932103636058
Oryctolagus_cuniculus	0.025	[0,0.05]	73.5764611451335	[0,0.05]	49.2227159291497
Oryctolagus_cuniculus	0.075	(0.05,0.1]	1.52283132171948	(0.05,0.1]	9.77554933349565
Oryctolagus_cuniculus	0.125	(0.1,0.15]	0.589660503002557	(0.1,0.15]	3.77624931523525
Oryctolagus_cuniculus	0.175	(0.15,0.2]	0.409209822224865	(0.15,0.2]	2.69492969748615
Oryctolagus_cuniculus	0.225	(0.2,0.25]	0.284945597241215	(0.2,0.25]	1.74356321139449
Oryctolagus_cuniculus	0.275	(0.25,0.3]	0.228610500029728	(0.25,0.3]	1.39798526994948
Oryctolagus_cuniculus	0.325	(0.3,0.35]	0.188774600154587	(0.3,0.35]	1.08405867673017
Oryctolagus_cuniculus	0.375	(0.35,0.4]	0.175396872584577	(0.35,0.4]	1.01634305192038
Oryctolagus_cuniculus	0.425	(0.4,0.45]	0.146560437600333	(0.4,0.45]	0.781544829265324
Oryctolagus_cuniculus	0.475	(0.45,0.5]	0.171978119983352	(0.45,0.5]	0.807565889585489
Oryctolagus_cuniculus	0.525	(0.5,0.55]	0.151614245793448	(0.5,0.55]	0.662700103475562
Oryctolagus_cuniculus	0.575	(0.55,0.6]	0.163802842023902	(0.55,0.6]	0.6724389798527
Oryctolagus_cuniculus	0.625	(0.6,0.65]	0.167221594625126	(0.6,0.65]	0.641091971513787
Oryctolagus_cuniculus	0.675	(0.65,0.7]	0.189815090076699	(0.65,0.7]	0.65387424675878
Oryctolagus_cuniculus	0.725	(0.7,0.75]	0.224448540341281	(0.7,0.75]	0.685829934871264
Oryctolagus_cuniculus	0.775	(0.75,0.8]	0.267703192817647	(0.75,0.8]	0.777436240793718
Oryctolagus_cuniculus	0.825	(0.8,0.85]	0.345739936976039	(0.8,0.85]	0.914541359790614
Oryctolagus_cuniculus	0.875	(0.85,0.9]	0.562607765027647	(0.85,0.9]	1.35385598636557
Oryctolagus_cuniculus	0.925	(0.9,0.95]	1.2369938759736	(0.9,0.95]	2.56908515430032
Oryctolagus_cuniculus	0.975	(0.95,1]	19.3956239966704	(0.95,1]	18.7686408180656
Heterocephalus_glaber	0.025	[0,0.05]	54.6266361718074	[0,0.05]	24.0294872423544
Heterocephalus_glaber	0.075	(0.05,0.1]	3.05372644783747	(0.05,0.1]	7.68662449533337
Heterocephalus_glaber	0.125	(0.1,0.15]	1.19720900133023	(0.1,0.15]	3.30342110855032
Heterocephalus_glaber	0.175	(0.15,0.2]	0.80256422311396	(0.15,0.2]	2.68261985321761
Heterocephalus_glaber	0.225	(0.2,0.25]	0.527668000586298	(0.2,0.25]	1.65873910982527
Heterocephalus_glaber	0.275	(0.25,0.3]	0.392708889325232	(0.25,0.3]	1.44788244332205
Heterocephalus_glaber	0.325	(0.3,0.35]	0.327994889253328	(0.3,0.35]	1.14222200428252
Heterocephalus_glaber	0.375	(0.35,0.4]	0.311125000345694	(0.35,0.4]	1.12979944098465
Heterocephalus_glaber	0.425	(0.4,0.45]	0.261898111402109	(0.4,0.45]	0.854868500629301
Heterocephalus_glaber	0.475	(0.45,0.5]	0.305317333672575	(0.45,0.5]	0.974190490200886
Heterocephalus_glaber	0.525	(0.5,0.55]	0.245581333606201	(0.5,0.55]	0.804851337877376
Heterocephalus_glaber	0.575	(0.55,0.6]	0.279597666977331	(0.55,0.6]	0.875790712499387
Heterocephalus_glaber	0.625	(0.6,0.65]	0.303658000337398	(0.6,0.65]	0.854214681508361
Heterocephalus_glaber	0.675	(0.65,0.7]	0.336568111485076	(0.65,0.7]	0.947383906242338
Heterocephalus_glaber	0.725	(0.7,0.75]	0.413174000459082	(0.7,0.75]	1.05003350822995
Heterocephalus_glaber	0.775	(0.75,0.8]	0.512457445013842	(0.75,0.8]	1.24094869154448
Heterocephalus_glaber	0.825	(0.8,0.85]	0.744211000826901	(0.8,0.85]	1.4079994769447
Heterocephalus_glaber	0.875	(0.85,0.9]	1.18504055687227	(0.85,0.9]	2.29392438581866
Heterocephalus_glaber	0.925	(0.9,0.95]	2.47240666941379	(0.9,0.95]	4.10533026038346
Heterocephalus_glaber	0.975	(0.95,1]	31.7004571463338	(0.95,1]	41.5096683502509
Rattus_norvegicus	0.025	[0,0.05]	71.6863256685067	[0,0.05]	50.8225534201782
Rattus_norvegicus	0.075	(0.05,0.1]	1.74450021570669	(0.05,0.1]	8.61156737035719
Rattus_norvegicus	0.125	(0.1,0.15]	0.668617106644502	(0.1,0.15]	3.2706849439495
Rattus_norvegicus	0.175	(0.15,0.2]	0.480444311601191	(0.15,0.2]	2.34435672492487
Rattus_norvegicus	0.225	(0.2,0.25]	0.322308488536625	(0.2,0.25]	1.54685761431502
Rattus_norvegicus	0.275	(0.25,0.3]	0.259436983463469	(0.25,0.3]	1.2042721003989
Rattus_norvegicus	0.325	(0.3,0.35]	0.222774208842354	(0.3,0.35]	0.975982681492359
Rattus_norvegicus	0.375	(0.35,0.4]	0.191117596217697	(0.35,0.4]	0.903620385579012
Rattus_norvegicus	0.425	(0.4,0.45]	0.17506842981729	(0.4,0.45]	0.699704041237426
Rattus_norvegicus	0.475	(0.45,0.5]	0.192884476922329	(0.45,0.5]	0.745119708128647
Rattus_norvegicus	0.525	(0.5,0.55]	0.163730945295901	(0.5,0.55]	0.583439933995897
Rattus_norvegicus	0.575	(0.55,0.6]	0.175510149993448	(0.55,0.6]	0.640209517609925
